Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_find_highest_price_item_position.c                       | C        |         32 |          5 |          5 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_init.c                                                   | C        |         22 |          5 |          5 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_item_to_string.c                                         | C        |         54 |          8 |          5 |         67 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_load.c                                                   | C        |         60 |          9 |          5 |         74 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_print.c                                                  | C        |         57 |         17 |          5 |         79 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_remove_item_at_pos.c                                     | C        |         33 |          5 |          5 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_save.c                                                   | C        |         38 |          8 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_swap_item_positions.c                                    | C        |         47 |          5 |          5 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_update_item_at_pos.c                                     | C        |         34 |          5 |          5 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/list.c                                                                  | C        |        315 |        108 |         17 |        440 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_add_item_at_pos.c                                        | C        |         45 |         20 |          5 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_cost_sum.c                                               | C        |         29 |          8 |          5 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_deduplicate.c                                            | C        |         35 |         11 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_find_highest_price_item_position.c                       | C        |         33 |          9 |          5 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_init.c                                                   | C        |         25 |          5 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_item_to_string.c                                         | C        |         38 |         17 |          5 |         60 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_load.c                                                   | C        |         45 |          9 |          5 |         59 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_print.c                                                  | C        |         41 |         26 |          5 |         72 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_remove_item_at_pos.c                                     | C        |         42 |         10 |          5 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_save.c                                                   | C        |         38 |          8 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_swap_item_positions.c                                    | C        |         56 |         13 |          5 |         74 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/parts/gen_list_update_item_at_pos.c                                     | C        |         43 |         13 |          5 |         61 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_01/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/list.c                                                                  | C        |        122 |         80 |         31 |        233 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_add_item_at_pos.c                                        | C        |         17 |         17 |          5 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_cost_sum.c                                               | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_deduplicate.c                                            | C        |         17 |          9 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_find_highest_price_item_position.c                       | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_init.c                                                   | C        |         22 |          6 |          6 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_item_to_string.c                                         | C        |         27 |         11 |          8 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_load.c                                                   | C        |         49 |         15 |         10 |         74 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_print.c                                                  | C        |         30 |         19 |          7 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_remove_item_at_pos.c                                     | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_save.c                                                   | C        |         30 |          9 |          8 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_swap_item_positions.c                                    | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/parts/gen_list_update_item_at_pos.c                                     | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_02/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
